iter	MultiClass
471	0.3465194566
472	0.3463271893
473	0.3457709897
474	0.345232103
475	0.344726757
476	0.3442830708
477	0.3437828189
478	0.3434625222
479	0.3431281245
480	0.3426036375
481	0.3419582223
482	0.3416413475
483	0.3411034822
484	0.3406371252
485	0.3403622874
486	0.3400541843
487	0.3395506148
488	0.3391818229
489	0.3384527926
490	0.3381512339
491	0.3378398005
492	0.3375452525
493	0.337055513
494	0.3365112945
495	0.3362637847
496	0.3357548344
497	0.3352384848
498	0.3347470047
499	0.3343954597
500	0.3338627022
501	0.3333882808
502	0.3330728207
503	0.3327574982
504	0.3324391939
505	0.3321764507
506	0.331711506	0.3230480852
507	0.3227131425
508	0.3223278261
509	0.3220922371
510	0.321785703
511	0.3213547827
512	0.3209138422
513	0.3204594711
514	0.3201751837
515	0.3199208376
516	0.3195928161
517	0.3193097519
518	0.3190261997
519	0.3185271271
520	0.3181157579
521	0.3177759253
522	0.3175098597
523	0.3170972798
524	0.316789485
525	0.3164072852
526	0.3157235599
527	0.3153499298
528	0.3150458331
529	0.3147324402
530	0.3142298684
531	0.3138147779
532	0.3133198352
533	0.3127332561
534	0.3122458236
535	0.3119144457
536	0.3115681752
537	0.3112304569
538	0.3108086208
539	0.3105931305
540	0.3103132031
541	0.3098733289
542	0.3094127923
543	0.3087659364
544	0.3085042077
545	0.3081328865
546	0.3077857067
547	0.3073818429
548	0.3070588934
549	0.3067909262
550	0.3065245555
551	0.3060380396
552	0.3056730022
553	0.3053712868
554	0.3050413075
555	0.3047263019
556	0.304496158
557	0.3042185798
558	0.3039107335
559	0.3036926262
560	0.3033472542
561	0.3030031695
562	0.3027211937
563	0.3023538222
564	0.3020573042
565	0.3018002327
566	0.3013685882
567	0.301070668
568	0.300716844
569	0.3004288781
570	0.2999427247
571	0.299675839
572	0.2992689774
573	0.2989198999
574	0.2985097162
575	0.2982829327
576	0.2980834009
577	0.2978160198
578	0.2975166775
579	0.2972037283
580	0.2966549245
581	0.2962345269
582	0.2959360708
583	0.2956754905
584	0.2954209169
585	0.2950757389
586	0.2948084055
587	0.2945303653
588	0.2942159785
589	0.2940380039
590	0.2937935064
591	0.293560478
592	0.2930950174
593	0.2927912923
594	0.2925440722
595	0.2920627647
596	0.2918447334
597	0.2915133191
598	0.2912380047
599	0.2909129622
600	0.2905611931
601	0.2901996855
602	0.2898123491
603	0.2896131844
604	0.2891263495
605	0.2889210667
606	0.2884824004
607	0.2882241551
608	0.2878357325
609	0.2874420295
610	0.2870695747
611	0.2868340712
612	0.2865196419
613	0.2862636837
614	0.285979061
615	0.2855226895
616	0.285212194
617	0.2848557915
618	0.284482365
619	0.2841727015
620	0.2838642826
621	0.2835850318
622	0.2833476989
623	0.2831957786
624	0.282905805
625	0.2826156497
626	0.2823266309
627	0.2819451385
628	0.2816969679
629	0.2814019443
630	0.2808132766
631	0.2806088144
632	0.2802731374
633	0.2800932021
634	0.2795999036
635	0.2793223899
636	0.2790779835
637	0.278725236
638	0.2784175978
639	0.278163617
640	0.2779201995
641	0.2776941917
642	0.2775235687
643	0.2773597235
644	0.2771860481
645	0.2770014746
646	0.2767155478
647	0.27647348
648	0.2762921791
649	0.2759632594
650	0.2756198341
651	0.2752323659
652	0.2748907977
653	0.2746260011
654	0.2743184717
655	0.2739715641
656	0.2737494625
657	0.273351228
658	0.2731165208
659	0.2728017225
660	0.2726246715
661	0.2721244896
662	0.2717763559
663	0.2713377714
664	0.2708339619
665	0.270608141
666	0.2703906821
667	0.2701407238
668	0.2698152985
669	0.2695615987
670	0.2691183214
671	0.2688468782
672	0.2685982491
673	0.2683175974
674	0.2680968905
675	0.2678245285
676	0.2673873796
677	0.2672255112
678	0.2669291561
679	0.2664510555
680	0.2662595637
681	0.2658287686
682	0.2656293925
683	0.2652377766
684	0.2649779912
685	0.2647837583
686	0.2643753517
687	0.2640605597
688	0.2638778425
689	0.2634873771
690	0.2631387049
691	0.2629637831
692	0.2626375394
693	0.2623133576
694	0.2619670993
695	0.2617583328
696	0.2615180759
697	0.2612668929
698	0.2610649807
699	0.2608275818
700	0.2606027507
701	0.2602056483
702	0.2600364504
703	0.25975498
704	0.2595258104
705	0.259253322
706	0.2590359818
707	0.2586976299
708	0.2584503151
709	0.2581572434
710	0.2579899131
711	0.2578317528
712	0.2577068456
713	0.2575204276
714	0.2572922907
715	0.2570681825
716	0.2566881711
717	0.2564333561
718	0.256237933
719	0.2559638647
720	0.2556993383
721	0.2555557191
722	0.2553828184
723	0.2550171453
724	0.2548337319
725	0.2544535081
726	0.25424821
727	0.2539653626
728	0.2536171977
729	0.2534584127
730	0.2531420174
731	0.2528037567
732	0.2525690953
733	0.2523447567
734	0.2522221126
735	0.2519831363
736	0.2517316211
737	0.2515747325
738	0.2512375445
739	0.2510223524
740	0.2508264647
741	0.2506455885
742	0.2502481154
743	0.2499830564
744	0.2496490892
745	0.2493503648
746	0.249115909
747	0.2487778789
748	0.2484401994
749	0.2481959775
750	0.2478438824
751	0.2476579129
752	0.2474586836
753	0.2473213992
754	0.2471743808
755	0.2470152986
756	0.2467543617
757	0.2463742816
758	0.2462204352
759	0.245974473
760	0.2457702143
761	0.2455733762
762	0.2454475931
763	0.2452032071
764	0.2449986612
765	0.2446350867
766	0.2444685148
767	0.2442701201
768	0.2439877485
769	0.2437473338
770	0.2436136131
771	0.2433913332
772	0.2432210159
773	0.24288045
774	0.2426352185
775	0.2424632522
776	0.2422233156
777	0.2419554622
778	0.2417263084
779	0.2414231237
780	0.2411375792
781	0.2409706711
782	0.2407091412
783	0.240446843
784	0.2402597065
785	0.2399355314
786	0.2395723701
787	0.2394334949
788	0.2392916172
789	0.2391667528
790	0.2389128918
791	0.2387178231
792	0.2383423951
793	0.2380916573
794	0.237852383
795	0.2375907367
796	0.237354104
797	0.2371212276
798	0.2369920242
799	0.2367048586
800	0.2365378577
801	0.2362775273
802	0.2359421384
803	0.2357842218
804	0.2355378985
805	0.2353187304
806	0.2351581969
807	0.2348984243
808	0.2347197332
809	0.2344922198
810	0.2343126783
811	0.2341323442
812	0.2339126744
813	0.2336789464
814	0.2335109871
815	0.2332576685
816	0.2330124817
817	0.2328329381
818	0.2326701558
819	0.2324894102
820	0.2322506121
821	0.2320499606
822	0.2318539673
823	0.2317600045
824	0.2315675475
825	0.2313909858
826	0.2311052093
827	0.230948442
828	0.2306751415
829	0.2304982222
830	0.2303227968
831	0.2301414901
832	0.2299296843
833	0.2297168655
834	0.2294303572
835	0.2292145294
836	0.2289518526
837	0.2287784785
838	0.2284887717
839	0.2283011436
840	0.2280068436
841	0.2277625636
842	0.2276313536
843	0.2274299394
844	0.2272082984
845	0.2271164117
846	0.2269330828
847	0.2267758398
848	0.2266472529
849	0.2264575193
850	0.2263126136
851	0.2260494962
852	0.2258962201
853	0.2258004937
854	0.2256644572
855	0.225447656
856	0.2253018413
857	0.225077569
858	0.2248874347
859	0.2246942894
860	0.2244159701
861	0.2242418669
862	0.2240474106
863	0.2238740243
864	0.2237103881
865	0.2235521422
866	0.2233444828
867	0.2230835886
868	0.2229664479
869	0.2227786381
870	0.2225034344
871	0.2222440303
872	0.222011862
873	0.2217792041
874	0.2215999925
875	0.2214305536
876	0.2211408556
877	0.2209456378
878	0.2208117602
879	0.2206596898
880	0.2204995844
881	0.2203532662
882	0.2202485933
883	0.2199814889
884	0.2198848063
885	0.2196971081
886	0.2195340745
887	0.2193647712
888	0.2191810006
889	0.2190325598
890	0.2187780234
891	0.2186613321
892	0.218416321
893	0.2183095152
894	0.2181454777
895	0.2180278441
896	0.2178585719
897	0.2176930323
898	0.2175492573
899	0.2174546989
900	0.2173263122
901	0.217109878
902	0.2169457914
903	0.216789524
904	0.2165850127
905	0.2163946358
906	0.2161818771
907	0.2160577964
908	0.2157725694
909	0.2155694096
910	0.215365687
911	0.2152235226
912	0.215013305
913	0.2148729452
914	0.2147448716
915	0.2146183883
916	0.2144975534
917	0.214300636
918	0.2140852602
919	0.2138301629
920	0.2136483125
921	0.2135132012
922	0.2133212182
923	0.2130943042
924	0.2129095245
925	0.2126115267
926	0.2124370882
927	0.2122671426
928	0.2120580359
929	0.211930131
930	0.2117003865
931	0.2115761783
932	0.2113643193
933	0.211147411
934	0.2109334343
935	0.2108167819
936	0.2105701561
937	0.2104352465
938	0.2102085195
939	0.2099668165
940	0.209748154
941	0.2096537961
942	0.2094459618
943	0.2092234209
944	0.2091065489
945	0.2089277544
946	0.2087324707
947	0.2085571855
948	0.2083816356
949	0.208174158
950	0.2080393308
951	0.207912879
952	0.2077514557
953	0.207532828
954	0.2073567949
955	0.2071332729
956	0.2069850934
957	0.206835502
958	0.2066809528
959	0.2065522698
960	0.2063885966
961	0.2062519833
962	0.2059518522
963	0.2056810759
964	0.2054933675
965	0.2053175477
966	0.2051413722
967	0.2050140663
968	0.2049055057
969	0.2046966367
970	0.2045367437
971	0.2043817119
972	0.2041946076
973	0.2039216833
974	0.203754798
975	0.203564381
976	0.2034624078
977	0.2033114587
978	0.2032091082
979	0.2030365279
980	0.2027996743
981	0.2026659653
982	0.2025962889
983	0.2024575378
984	0.202350885
985	0.2021865067
986	0.2020406316
987	0.2019048095
988	0.2017592867
989	0.2015931233
990	0.2013974171
991	0.2013086042
992	0.2012059338
993	0.2010037134
994	0.2008330637
995	0.2006137733
996	0.2005309205
997	0.2003857084
998	0.2002396858
999	0.2000756114
