RECALL,hospira,queri,critic,personnel,known,roller,delay,repres,therapi,unspecifi,clinic,door,contact,biomed,though,info,whitescreen,iui,44510,vial,e321,mmdg,devic,11004,center,touchscreen,upon,track,pcu,test,charger,pin,clave,verif,timeout,note,program,concurr,hotlin,depart,recal,unrestrict,tank,america,cme,lithium,outlook,interm,provid,clutch,report,broken,engin,mainten,advers,field,facil,chemotherapeut,code,shield,length,triton,injector,multir,agent,tone,unsign,resum,taper,n180,pendant,optionlok,plum,fill,s233,wing,alarm,le,cassett,volt,servic,prevent,distal,secondari,audibl,insulin,chondrolysi,attribut,pc,batteri,ultrasit,easypump,piggyback,polish,medfus,mode,paramet,shaft,infusor,addl,llicon,particl,ysite,n186,beeper,specif,modul,shoulder,incid,piezo,rptr,packag,solut,float,communic,lt,bodyguard,hyperbar,librari,breg,durat,tool,mdrreport,sound,raw,plumset,prong,enclosur,gemstar,llacon,10050s,e301,proxim,leakag,ai,deliveri,third,blue,ctr,dimens,hl90,asreceiv,underdeliveri,parti,s321,hardwar,user,diamet,zosyn,reassess,glenohumer,materi,surgeri,singleus,bladder,alter,200mlhr,cap,warmer,fentanyl,error,closer,factori,fan,particul,request,lvp,mdr,artifici,microbor,transistor,volum,cone,reason,equip,e630,z18702011,result,lifescan,ultrason,k865060,stopper,deviat,walkm,hpca,cmea,ground,connector,dilaudid,silenc,plug,conclus,reprogram,brokencrack,drift,melt,unknown,fourier,abbott,temp,contribut,analysi,legaci,weight,auxiliari,biom,colleagu,80frn,overpouch,hl390,window,ac,articular,loss,suggest,dept,spectroscopi,infrar,swollen,name,octob,deliv,ringer,overtemperaturepsc,999,lactat,default,whether,caresit,transform,desferrioxamin,irrig,anesthesia,reprocess,recalibr,alari,diod,expect,press,sani,nut
0,0.0058876005540839,0.0,0.0,0.0090536045528178,0.0040037396592258,0.0,0.0,0.0081732110287197,0.0035040027377931,0.0088145721169479,0.0,0.0043102671702031,0.0033915130033574,0.0,0.0040037396592258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636629910610768,0.0,0.0,0.0,0.0304560811134803,0.0,0.0,0.0314240328486824,0.0,0.0,0.0,0.0,0.0,0.0087252488574564,0.0,0.0,0.0,0.0043420837331479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157120164243412,0.0,0.3692439090456982,0.0,0.0,0.0,0.0340601898731154,0.0,0.0064585835795212,0.0138300727135509,0.0181161982671124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313970489363929,0.0,0.0,0.0,0.0,0.0,0.0138503840435413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076076416970205,0.0,0.0,0.0174504977149128,0.0,0.0,0.0092379365560837,0.0,0.0,0.0,0.0692333925594021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042177624558602,0.007231335350616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088478525247361,0.0,0.0,0.0,0.0052895530959029,0.0,0.0165867090155909,0.0,0.0,0.0,0.0,0.0,0.0,0.0029798668260617,0.0,0.0,0.0,0.0,0.0045984674292214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097431116739538,0.0110734364115108,0.0,0.0,0.0,0.0348076023042058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046728122661066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654104478541713,0.0,0.0,0.0,0.0,0.0079805166014637,0.0,0.0,0.0,0.0041730753446739,0.0,0.0,0.0,0.0,0.1318676055328504,0.0,0.0,0.0,0.0,0.0141006284624603,0.0,0.0,0.0,0.0,0.0081796954156305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064023450392902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500160532874443,0.0,0.0,0.0,0.0,0.1193527897296599,0.0,0.1193248913349282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0961447700002667,0.0,0.0,0.0,0.0,0.0,0.0735745587635072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140314997889887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587502373021248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318162942858022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082033133921727,0.0,0.0,0.0,0.0,0.0,0.0,0.0614878973939926,0.0,0.0,0.0,0.0,0.0,0.0,0.0794590523984758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477460576200005,0.0,0.0,0.0,0.0,0.0,0.0904498580497647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067885328354878,0.0,0.0,0.1149987337533152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765083605191232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097403728415405,0.0,0.0,0.0,0.0,0.0366419172319614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0005635464166732,0.0,0.0,0.0,0.0,0.004362170172944,0.001097335431879,0.0,0.0,0.0,0.0,0.0009968595933636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1093168728326124,0.0,0.0,0.0,0.0109953785377125,0.0,0.0,0.0339040968824907,0.0,0.0,0.0,0.0,0.0,0.0517762714309585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006520018631248,0.0,0.2492755429176911,0.0,0.0,0.0,0.0053966043889163,0.0,0.0004020179600058,0.0,0.0004510609473879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193323424853585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017242489997769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226071748742458,0.0,0.0,0.0,0.0,0.0,0.0,0.0094138675329015,0.1349929254143554,0.0,0.0003833468399806,0.0,0.0,0.0,0.006083956567801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108028392912318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066088712708574,0.0,0.0004173109190143,0.0,0.0006585020751919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074420851382466,0.0,0.0100491464042584,0.0017836885859286,0.0,0.0,0.0,0.0,0.0007329536375707,0.0,0.0,0.0,0.0,0.0,0.0014444117763326,0.0,0.0393150441500351,0.0,0.0,0.0,0.0051265706701452,0.0,0.0,0.0069806802618477,0.0,0.0,0.0012840661743405,0.0,0.0,0.0,0.0,0.0678584669162489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367413280751467,0.0,0.0,0.0,0.003458548146023,0.0346691933098953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251618414776206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007970347244899,0.0,0.0,0.0,0.0,0.0012666391528319,0.036498949182463,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0848488394594097,0.0,0.0,0.0,0.0,0.0,0.0,0.141329795934992,0.0,0.0,0.0,0.0,0.0,0.0,0.1053671860950538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210734372190107,0.0,0.2546954895835443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0811636683205394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902485128837199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683725300285348,0.0,0.0,0.0,0.0,0.0,0.0702154245713484,0.0,0.0,0.049560812766525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119900657148133,0.0,0.0,0.0,0.0,0.0370056313802868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261355190363463,0.0,0.0,0.0,0.0,0.0933700426592739,0.0,0.0,0.0,0.0,0.0,0.0276160931627699,0.0,0.0,0.0,0.0,0.0,0.1245074106705759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321111392136172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367146749277297,0.0688687311009776,0.0,0.0,0.0,0.0,0.0,0.0,0.0246442169311217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272928061262669,0.0,0.0,0.0
1,0.2476034661630004,0.1877215556224431,0.0810329598052966,0.1362793690058304,0.1209926184572973,0.0,0.0803817457286519,0.1239663860881373,0.138503317677153,0.366139710720242,0.0058424439400118,0.0,0.1964089708842826,0.0,0.1108715629209454,0.149016243562634,0.0,0.0,0.0,0.0,0.0,0.0,0.1299073032605828,0.0,0.0,0.0,0.0979872002512873,0.0,0.0,0.026178045835447,0.0,0.0040592646520608,0.1067297641981371,0.001693970533997,0.0,0.047120834987949,0.0004014201850451,0.0,0.0,0.0,0.0,0.0016778627538634,0.0,0.0,0.0,0.0,0.0,0.0,0.1275803613129833,0.0,0.3690007432275892,0.0028439725434703,0.0,0.0,0.058705071432996,0.0,0.018181958642829,0.0850189119388244,0.0008326535796988,0.0,0.0595034845328221,0.0,0.0,0.0,0.0732600448882695,0.0,0.0,0.0474028486292932,0.0297211948052653,0.0,0.0,0.1548791761697263,0.0467063546906306,0.0,0.0,0.0,0.0025253650576108,0.000990538780767,0.0444694258721639,0.0,0.0003862984860946,0.0,0.0201586504699944,0.0172686403112355,0.0,0.0,0.0,0.0289747723431261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081229258045512,0.0005262982639714,0.0,0.0,0.0453959591956341,0.0,0.0,0.0812962093202847,0.0,0.0,0.0411054092448066,0.0,0.0,0.0021229622322078,0.0,0.0159610451032634,0.000604845558346,0.0935909778240227,0.0008389313769317,0.0,0.0,0.0,0.0,0.0,0.0,0.0011293136893313,0.0,0.0,0.0,0.0,0.1035157603392139,0.0,0.0,0.0,0.0,0.0,0.0,0.0030539030839661,0.0299914310218323,0.0,0.0258067717707018,0.0,0.0018233814520729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157504143785393,0.0,0.000787945997925,0.0,0.0,0.0068690039191703,0.0,0.0,0.0,0.0,0.0,0.0050166241461671,0.0,0.0,0.0,0.0,0.0,0.0,0.0701480813306996,0.0926563003232348,0.0,0.0,0.0,0.0,0.0,0.0875382392653494,0.0,0.0,0.0,0.0,0.0,0.0162963083634971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114624727310298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025253650576108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073392269311076,0.0,0.0,0.0,0.0,0.0,0.0011924447753597,0.0,0.080932965242265,0.0,0.0,0.0008084212025522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046406220254092,0.0,0.0,0.0,0.0292275254292087,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017615872659449,0.0,0.0,0.0,0.0,0.0,0.0,0.0476720940165203,0.0,0.0,0.0,0.0,0.0,0.0,0.05686641652369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1221853708530557,0.1791604048449656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270593916721507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307504081320727,0.0,0.0,0.0,0.0,0.0,0.0210528308355673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485294657018651,0.0,0.0,0.0,0.0,0.0,0.0,0.5506061855241149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055996958017934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3194677348218254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886694967597144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646342428807332,0.0,0.1562350741673912,0.0872714223155589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2324834685374076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320739395336586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684431711309795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226692764403891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816435266381984,0.0,0.2466877824952565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1713041800980699,0.0,0.0849722196306582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324121140602081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04122874086554,0.0,0.0960052101435139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1858095078477305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06782584414657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140691667822233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1000552144818582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528694232659607,0.0321858465246395,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581188979304072,0.0,0.0,0.0,0.0,0.0,0.0463464078297297,0.0,0.0,0.0,0.0,0.0,0.0,0.4342366055302815,0.0,0.0,0.0,0.0,0.0,0.0,0.0345324033404265,0.0,0.0,0.0,0.0,0.0,0.0383532965666326,0.1842756839637336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1391205950233247,0.0,0.0,0.0,0.0408319866128745,0.0,0.0425846830513164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383532965666326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442046251361926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392955151111878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856549670084503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340044205054958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0807674638199732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447238948088677,0.0,0.0,0.0
0,0.0,0.0,0.0280830664526186,0.0,0.0,0.0621758385611555,0.0,0.0,0.0,0.0247463114683764,0.0219610519689261,0.0484031272264171,0.0,0.0,0.0,0.059201190203308,0.0,0.0,0.0,0.0,0.0,0.0,0.2341972964703164,0.0,0.0,0.0,0.0171006750943977,0.0,0.0,0.0735173617570188,0.0,0.0,0.0,0.0,0.0,0.0489910849899483,0.0196155795868456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058813889405615,0.0,0.2369433488044074,0.019853144214164,0.0,0.0,0.0,0.0,0.0181320339527399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03525803144427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1049477991456149,0.0,0.0,0.0,0.0,0.0,0.0,0.0257178036081796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326607233266322,0.0,0.0,0.0864495944174107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248397439488185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669261868947441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911770769871931,0.0,0.0,0.0,0.0,0.0651466500895039,0.0,0.0,0.0,0.0,0.0,0.0578053487030966,0.0,0.0,0.0262372049910379,0.0,0.0,0.1447866375818513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302957348997849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171948960439095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231858531334018,0.0,0.0
