RECALL,m_MDR_count_1_period_ago_sqrt,r_Recall_count_during_window,r_avg_Recalls_per_device_in_product_code_during_window,m_percent_of_MDRs_with_injury_during_window,m_percent_of_MDRs_with_remedial_action_of_recall_during_window,m_percent_of_MDRs_with_product_problem_manufacturer_during_window,m_percent_of_MDRs_with_product_problem_electronic_during_window,r_count_of_Recalls_before_window,m_MDRs_during_window_as_percent_of_MDRs_before_and_during_window,d_has_UDI,d_medspec_radiology,manufacturer_size_proxy_device_count_sqrt,d_decision_date_max_time,m_mdrs_during_window_trend
0,9.59166304662544,0.0,0.294117647058824,0.0086655112651646,0.0,0.18370883882149,0.0,0.0,0.999982639190292,0.0,0.0,3.16227766016838,-5.25,10.0
1,4.12310562561766,3.0,0.294117647058824,0.091324200913242,0.0228310502283105,0.0365296803652968,0.237442922374429,0.0,0.99995413054447,0.0,0.0,9.9498743710662,-5.25,0.0952380952380961
0,1.0,0.0,0.0705882352941176,0.0,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,1.0,-5.0,0.142857142857143
0,15.7480157480236,0.0,0.0810810810810811,0.486577181208054,0.0,0.296979865771812,0.102348993288591,0.0,0.999991603764872,0.0,0.0,3.16227766016838,-4.75,10.0
1,3.74165738677394,1.0,0.294117647058824,0.0128205128205128,0.0,0.0128205128205128,0.0769230769230769,0.0,0.99993548803303,0.0,0.0,3.16227766016838,-5.0,-1.48809523809524
1,3.16227766016838,0.0,0.222222222222222,0.0595238095238095,0.0,0.0238095238095238,0.30952380952381,0.0,0.999879532586435,0.0,0.0,3.16227766016838,-5.0,0.440476190476191
0,0.0,0.0,0.0411764705882353,0.0,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-4.75,0.0238095238095238
0,0.0,0.0,0.142857142857143,0.0,0.0,0.0476190476190476,0.0,0.0,0.999500249875062,0.0,0.0,3.16227766016838,-4.5,1.14285714285714
1,2.82842712474619,3.0,0.264705882352941,0.186440677966102,0.0169491525423729,0.610169491525424,0.288135593220339,0.0,0.999827615928288,1.0,0.0,4.58257569495584,-4.0,1.78571428571429
1,2.0,3.0,0.294117647058824,0.0,0.0,0.283333333333333,0.0,0.0,0.999830537197085,0.0,0.0,9.9498743710662,-4.25,0.345238095238096
0,3.16227766016838,0.0,0.25,0.0540540540540541,0.0,0.0135135135135135,0.0,0.0,0.999863032461307,1.0,0.0,9.69535971483266,-4.25,1.77380952380952
0,23.6431808350738,0.0,0.294117647058824,0.0025740025740025,0.0,0.453024453024453,0.11969111969112,0.0,0.999987113568124,0.0,0.0,3.16227766016838,-2.75,10.0
0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-3.5,0.0833333333333333
1,1.0,2.0,0.214285714285714,0.2,0.733333333333333,0.0,0.0,0.0,0.999286224125625,0.0,0.0,3.16227766016838,-3.5,-0.0952380952380951
1,4.58257569495584,1.0,0.294117647058824,0.0576923076923077,0.0048076923076923,0.0384615384615385,0.0961538461538462,0.0,0.99995169315492,0.0,0.0,9.9498743710662,-3.5,-1.20238095238095
0,2.64575131106459,0.0,0.0810810810810811,0.987012987012987,0.0,0.0,0.0,0.0,0.999868438363373,0.0,0.0,3.16227766016838,-3.0,0.476190476190477
0,2.23606797749979,0.0,0.194117647058824,0.0,0.0,0.15625,0.0,0.0,0.999677523379555,0.0,0.0,19.5192212959431,-3.0,0.964285714285714
1,6.40312423743285,1.0,0.294117647058824,0.0096153846153846,0.0,0.0,0.0096153846153846,0.0,0.999902922046403,0.0,0.0,19.5192212959431,-3.0,3.89285714285714
0,0.0,0.0,0.0588235294117647,0.5,0.0,0.0,0.5,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-3.0,0.0119047619047619
1,5.3851648071345,3.0,0.294117647058824,0.104545454545455,0.0136363636363636,0.0954545454545455,0.163636363636364,0.0,0.999954339984476,0.0,0.0,9.9498743710662,-2.5,0.67857142857143
0,0.0,0.0,0.0357142857142857,0.8,0.0,0.2,0.2,0.0,0.997506234413965,0.0,0.0,3.16227766016838,-1.75,-0.119047619047619
0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-2.0,0.0357142857142857
0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.99009900990099,1.0,0.0,15.7480157480236,-1.5,0.0119047619047619
0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.99009900990099,1.0,0.0,3.16227766016838,-1.0,0.0357142857142857
1,1.73205080756888,1.0,0.294117647058824,0.0666666666666667,0.0,0.0,0.0666666666666667,0.0,0.999655291278869,0.0,0.0,3.16227766016838,-1.0,-0.154761904761905
0,1.0,0.0,0.0705882352941176,0.0,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,0.0,0.202380952380952
0,1.0,0.0,0.270588235294118,0.0416666666666667,0.0,0.0,0.0,0.0,0.999565406345067,0.0,0.0,3.16227766016838,-26.75,-0.345238095238095
0,0.0,0.0,0.123529411764706,0.384615384615385,0.0,0.0,0.0,0.0,0.999167360532889,0.0,0.0,3.16227766016838,-26.75,-0.904761904761905
0,2.44948974278318,0.0,0.241176470588235,0.0,0.0,0.111111111111111,0.0,0.0,0.999412110523222,0.0,0.0,3.16227766016838,-26.0,0.75
0,0.0,0.0,0.0176470588235294,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,19.5192212959431,-24.75,0.0357142857142857
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99009900990099,1.0,0.0,2.23606797749979,-24.5,0.0833333333333333
0,2.0,0.0,0.0764705882352941,0.0,0.0,0.0,0.0,0.0,0.998573466476462,0.0,0.0,3.16227766016838,-24.0,0.178571428571429
0,0.0,0.0,0.105882352941176,0.2,0.0,0.0,0.0,0.0,0.997506234413965,0.0,0.0,4.58257569495584,-23.25,-3.42622263809415e-17
1,2.82842712474619,0.0,0.294117647058824,0.0227272727272727,0.0,0.147727272727273,0.0,0.0,0.999885070681531,0.0,0.0,3.16227766016838,-22.75,-0.416666666666666
0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.998573466476462,0.0,0.0,3.16227766016838,-22.0,0.011904761904762
0,0.0,0.0,0.0176470588235294,0.0,0.0,0.5,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-22.0,0.0357142857142857
0,0.0,0.0,0.0235294117647059,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,6.70820393249937,-21.75,-0.0595238095238095
0,0.0,0.0,0.0705882352941176,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-21.75,-0.0357142857142857
0,1.4142135623731,0.0,0.0705882352941176,0.0,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-21.5,0.226190476190476
0,0.0,0.0,0.152941176470588,0.0,0.0,0.0,0.0,0.0,0.999167360532889,0.0,0.0,11.8743420870379,-21.5,-0.285714285714286
0,0.0,0.0,0.0529411764705882,0.0,0.0,0.0,0.0,0.0,0.996677740863787,1.0,0.0,15.7480157480236,-20.25,-0.202380952380952
0,1.0,0.0,0.0,0.666666666666667,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-20.25,0.0238095238095238
0,1.4142135623731,0.0,0.0,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-20.5,0.166666666666667
0,0.0,0.0,0.111764705882353,0.0,0.0,0.25,0.25,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-20.25,0.0357142857142858
0,0.0,0.0,0.0176470588235294,0.5,0.0,0.0,0.0,0.0,0.99009900990099,1.0,0.0,3.16227766016838,-20.0,0.0357142857142857
0,1.0,0.0,0.027027027027027,0.333333333333333,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-19.25,0.0952380952380952
0,0.0,0.0,0.0176470588235294,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,19.5192212959431,-19.25,0.0357142857142857
0,1.73205080756888,0.0,0.264705882352941,0.04,0.0,0.16,0.04,0.0,0.999583506872137,0.0,0.0,3.16227766016838,-18.5,0.142857142857143
0,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-18.25,0.0476190476190476
0,0.0,0.0,0.0529411764705882,0.0,0.0,0.0,0.0,0.0,0.999565406345067,0.0,0.0,3.16227766016838,-18.25,-1.79761904761905
0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.99009900990099,1.0,0.0,1.0,-16.0,0.0833333333333333
1,2.44948974278318,1.0,0.142857142857143,0.0625,0.3125,0.0,0.0,0.0,0.999333777481679,1.0,0.0,15.7480157480236,-18.0,0.630952380952381
0,0.0,0.0,0.0882352941176471,0.5,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-17.75,-0.0595238095238095
0,0.0,0.0,0.141176470588235,0.0,0.0,0.0,0.0,0.0,0.998336106489185,0.0,0.0,9.9498743710662,-17.5,-0.119047619047619
0,0.0,0.0,0.0823529411764706,0.0,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-15.25,-0.0476190476190476
0,0.0,0.0,0.0235294117647059,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-17.0,-0.0595238095238095
0,0.0,0.0,0.0705882352941176,0.0416666666666667,0.0,0.0,0.0,0.0,0.999565406345067,0.0,0.0,3.16227766016838,-15.5,-1.77380952380952
0,0.0,0.0,0.0294117647058824,0.25,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-15.0,-0.25
0,1.73205080756888,0.0,0.205882352941176,0.357142857142857,0.0,0.571428571428571,0.142857142857143,0.0,0.999231360491929,0.0,0.0,3.16227766016838,-16.0,0.488095238095238
0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-16.0,0.0833333333333333
0,1.0,0.0,0.0176470588235294,0.0,0.0,0.333333333333333,0.0,0.0,0.995024875621891,1.0,0.0,3.16227766016838,-15.25,0.119047619047619
0,0.0,0.0,0.0705882352941176,0.333333333333333,0.0,0.0,0.0,0.0,0.998751560549313,0.0,0.0,15.7480157480236,-15.25,-0.523809523809524
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-15.0,0.0119047619047619
0,2.0,0.0,0.111111111111111,0.0952380952380952,0.0,0.0,0.0,0.0,0.999500249875062,0.0,0.0,3.16227766016838,-15.0,0.0238095238095238
0,2.23606797749979,0.0,0.294117647058824,0.0277777777777778,0.0,0.138888888888889,0.0277777777777778,0.0,0.999714367323622,0.0,0.0,3.16227766016838,-14.25,-0.392857142857142
1,10.1980390271856,0.0,0.158823529411765,0.248322147651007,0.0067114093959731,0.268456375838926,0.147651006711409,0.0,0.9999324369975,1.0,0.0,6.70820393249937,-14.5,10.0
0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-14.0,0.0833333333333333
0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,2.0,-13.5,-0.178571428571428
0,0.0,0.0,0.027027027027027,0.666666666666667,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-13.5,-0.166666666666667
0,0.0,0.0,0.0941176470588235,0.25,0.0,0.0,0.25,0.0,0.996677740863787,1.0,0.0,15.7480157480236,-13.25,0.0595238095238096
0,0.0,0.0,0.027027027027027,0.555555555555556,0.0,0.111111111111111,0.0,0.0,0.998751560549313,0.0,0.0,3.16227766016838,-12.25,-0.142857142857143
0,0.0,0.0,0.0823529411764706,0.0,0.0,0.333333333333333,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-12.0,1.2848334892853101e-17
0,0.0,0.0,0.027027027027027,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-12.25,-0.0833333333333333
1,13.4536240470737,2.0,0.294117647058824,0.0164835164835165,0.541208791208791,1.04395604395604,0.0274725274725275,0.0,0.999972452549517,0.0,0.0,2.0,-11.0,10.0
0,1.0,0.0,0.0705882352941176,0.333333333333333,0.0,0.0,0.333333333333333,0.0,0.995024875621891,1.0,0.0,15.7480157480236,-11.0,0.142857142857143
0,0.0,0.0,0.0,0.666666666666667,0.0,0.0,0.0,0.0,0.995024875621891,1.0,0.0,15.7480157480236,-11.0,0.119047619047619
0,0.0,0.0,0.107142857142857,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-11.0,0.0595238095238095
0,0.0,0.0,0.0714285714285714,0.666666666666667,0.0,0.0,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-11.0,-0.0476190476190476
0,0.0,0.0,0.0882352941176471,0.333333333333333,0.0,0.333333333333333,0.0,0.0,0.995024875621891,0.0,0.0,3.16227766016838,-10.5,-0.0714285714285715
0,0.0,0.0,0.111764705882353,0.0,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,1.73205080756888,-10.25,-0.0595238095238095
0,1.73205080756888,0.0,0.141176470588235,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.999000999000999,0.0,0.0,37.5499667110372,-9.75,-0.0238095238095239
0,2.0,0.0,0.0540540540540541,0.25,0.0,0.0,0.25,0.0,0.999091734786558,0.0,0.0,3.16227766016838,-9.75,0.416666666666667
0,1.0,0.0,0.107142857142857,0.5,0.0,0.0,0.0,0.0,0.996677740863787,0.0,0.0,3.16227766016838,-9.75,0.130952380952381
1,0.0,3.0,0.170588235294118,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-9.75,-0.0833333333333333
0,0.0,0.0,0.0714285714285714,0.0,0.333333333333333,0.666666666666667,0.0,0.0,0.995024875621891,1.0,0.0,15.7480157480236,-9.25,-0.0952380952380952
1,11.6189500386223,0.0,0.288235294117647,0.0394574599260173,0.0,0.0665844636251541,0.0184956843403206,0.0,0.978646747457068,1.0,0.0,37.5499667110372,-9.25,7.23809523809524
0,1.0,0.0,0.0714285714285714,0.9375,0.0,0.0,0.0,0.0,0.881834215167548,0.0,0.0,3.16227766016838,-9.25,-0.178571428571428
0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-9.25,0.0357142857142857
0,1.4142135623731,0.0,0.288235294117647,0.0571428571428571,0.0,0.0571428571428571,0.0857142857142857,0.0,0.927548850696645,0.0,0.0,19.5192212959431,-9.0,-0.833333333333333
0,0.0,0.0,0.0411764705882353,0.0,0.0,0.636363636363636,0.181818181818182,0.0,0.875333776404189,0.0,0.0,3.16227766016838,-9.0,-0.0476190476190475
1,2.44948974278318,0.0,0.288235294117647,0.0,0.0,0.258928571428571,0.205357142857143,0.0,0.9341842009486,0.0,0.0,3.16227766016838,-8.5,-0.726190476190476
1,2.23606797749979,0.0,0.214285714285714,0.0222222222222222,0.0,0.266666666666667,0.0222222222222222,0.0,0.924067848032518,0.0,0.0,3.16227766016838,-8.5,-1.66666666666667
1,1.4142135623731,6.0,0.288235294117647,0.0,0.0,0.0,0.0909090909090909,0.0,0.802601086115282,0.0,0.0,3.16227766016838,-8.5,0.0238095238095238
0,0.0,0.0,0.0714285714285714,0.8,0.0,0.0,0.0,0.0,0.640402892573248,0.0,0.0,3.16227766016838,-8.0,0.0476190476190476
0,1.4142135623731,0.0,0.0714285714285714,0.857142857142857,0.0,0.0,0.0,0.0,0.855920114122682,0.0,0.0,3.16227766016838,-7.5,0.0952380952380953
0,0.0,0.0,0.027027027027027,0.25,0.0,0.25,0.25,0.0,0.499168053244592,0.0,0.0,3.16227766016838,-7.5,-0.154761904761905
0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-7.25,-0.0119047619047619
0,0.0,0.0,0.027027027027027,0.5,0.0,0.0,0.0,0.0,0.308065021106005,0.0,0.0,3.16227766016838,-7.0,0.0595238095238095
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-6.75,-0.0119047619047619
0,0.0,0.0,0.229411764705882,0.129032258064516,0.032258064516129,0.0967741935483871,0.548387096774194,0.0,0.888845239693501,0.0,0.0,3.16227766016838,-7.0,-1.33333333333333
0,0.0,0.0,0.0176470588235294,0.0,0.0,0.5,0.5,0.0,0.497512437810945,0.0,0.0,4.58257569495584,-6.5,-0.0595238095238095
0,4.47213595499958,0.0,0.162162162162162,0.354838709677419,0.0,0.47926267281106,0.179723502304147,0.0,0.943190253700712,0.0,0.0,3.16227766016838,-6.5,0.714285714285715
0,5.65685424949238,0.0,0.357142857142857,0.293598233995585,0.0,0.624724061810154,0.0838852097130243,0.0,0.962896744100688,0.0,0.0,37.5499667110372,-6.25,0.928571428571431
0,0.0,0.0,0.0555555555555556,0.0,0.0,0.5,0.0,0.0,0.530433506531833,0.0,0.0,3.16227766016838,-6.25,-0.0119047619047619
0,0.0,0.0,0.0540540540540541,0.8,0.0,0.0,0.0,0.0,0.600983993099375,0.0,0.0,15.7480157480236,-5.5,-0.0952380952380952
1,16.1245154965971,0.0,0.288235294117647,0.0356138706654171,0.0,0.0740393626991565,0.0028116213683224,0.0,0.986898016346967,1.0,0.0,37.5499667110372,-6.25,10.0
0,9.1104335791443,0.0,0.162162162162162,0.49665327978581,0.0,0.481927710843373,0.0923694779116466,0.0,0.969508466439654,1.0,0.0,37.5499667110372,-5.5,0.0476190476190481
0,0.0,0.0,0.107142857142857,0.0,0.0,0.0,0.0,0.0,0.995024875621891,1.0,0.0,2.23606797749979,-5.5,-0.0714285714285714
0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-5.5,-0.0119047619047619
0,0.0,0.0,0.229411764705882,0.0005773005426625,0.0001154601085325,0.449139822191433,0.205634453296386,0.0,0.997905561914211,0.0,0.0,3.16227766016838,-5.5,-10.0
1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.99009900990099,1.0,0.0,4.58257569495584,-5.25,-0.0119047619047619
1,10.1980390271856,2.0,0.288235294117647,0.0315581854043393,0.0256410256410256,0.0887573964497041,0.126232741617357,5.0,0.968081377424685,0.0,0.0,3.16227766016838,-5.5,10.0
0,1.0,0.0,0.0352941176470588,0.5,0.0,0.0,0.0,0.0,0.364690543749117,0.0,0.0,3.16227766016838,-5.0,0.0833333333333333
0,0.0,0.0,0.229411764705882,0.0097323600973236,0.0,0.262773722627737,0.0,0.0,0.96915623682294,0.0,0.0,3.16227766016838,-5.25,-10.0
1,5.19615242270663,6.0,0.288235294117647,0.0945273631840796,0.0199004975124378,0.104477611940299,0.482587064676617,0.0,0.95143839848168,0.0,0.0,9.9498743710662,-5.25,-1.83333333333333
0,0.0,0.0,0.135294117647059,0.0,0.0,0.0,0.0,0.0,0.999286224125625,0.0,0.0,1.0,-5.0,0.642857142857143
0,13.7840487520902,0.0,0.162162162162162,0.476123595505618,0.0,0.481039325842697,0.124297752808989,0.0,0.985288690851528,0.0,0.0,3.16227766016838,-4.75,4.55952380952382
1,5.09901951359278,0.0,0.166666666666667,0.0340136054421769,0.0,0.0884353741496599,0.401360544217687,0.0,0.945012680654886,0.0,0.0,9.9498743710662,-5.0,-0.357142857142855
1,12.2474487139159,1.0,0.166666666666667,0.0258899676375405,0.0,0.0097087378640776,0.116504854368932,0.0,0.980602028263193,0.0,0.0,3.16227766016838,-5.0,10.0
0,0.0,0.0,0.142857142857143,0.0,0.0,0.0476190476190476,0.0,0.0,0.999500249875062,0.0,0.0,3.16227766016838,-4.5,-0.761904761904761
1,1.73205080756888,0.0,0.166666666666667,0.0,0.0,0.426966292134831,0.0,0.0,0.950400173442782,0.0,0.0,3.16227766016838,-4.25,0.166666666666666
1,2.44948974278318,2.0,0.288235294117647,0.28,0.0,0.88,0.32,2.0,0.95174820045171,1.0,0.0,4.58257569495584,-4.0,-0.452380952380951
1,2.64575131106459,6.0,0.288235294117647,0.0126582278481013,0.0,0.481012658227848,0.0379746835443038,0.0,0.93964582580412,0.0,0.0,9.9498743710662,-4.25,0.761904761904762
0,4.24264068711928,0.0,0.25,0.0612244897959184,0.0,0.0102040816326531,0.0,0.0,0.959132021111683,1.0,0.0,9.69535971483266,-4.25,-0.75
0,2.0,0.0,0.288235294117647,0.0007616146230007,0.0,0.591012947448591,0.102817974105103,0.0,0.996681098325061,0.0,0.0,3.16227766016838,-2.75,-1.90476190476189
0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.99009900990099,0.0,0.0,3.16227766016838,-3.5,-0.0119047619047619
1,6.08276253029822,1.0,0.288235294117647,0.0408921933085502,0.0260223048327138,0.0631970260223048,0.185873605947955,1.0,0.960227462672203,0.0,0.0,9.9498743710662,-3.5,4.88095238095238
0,1.4142135623731,0.0,0.135135135135135,0.979591836734694,0.0,0.0,0.0,0.0,0.88602711969103,0.0,0.0,3.16227766016838,-3.0,-1.69047619047619
1,8.88819441731559,0.0,0.178571428571429,0.0076923076923076,0.0,0.338461538461538,0.0,0.0,0.999961391452068,0.0,0.0,3.16227766016838,-3.25,10.0
0,1.0,0.0,0.223529411764706,0.0,0.0,0.15625,0.0,0.0,0.926493507172695,0.0,0.0,19.5192212959431,-3.0,-0.988095238095238
0,0.0,0.0,0.1,0.8,0.0,0.8,0.4,0.0,0.997506234413965,0.0,0.0,3.16227766016838,-3.0,-0.0476190476190476
1,6.6332495807108,6.0,0.288235294117647,0.0992063492063492,0.0158730158730159,0.214285714285714,0.392857142857143,0.0,0.960919889505686,0.0,0.0,9.9498743710662,-2.5,1.44047619047619
1,13.1909059582729,0.0,0.178571428571429,0.0104166666666667,0.0,0.255208333333333,0.0,0.0,0.982106656881556,0.0,0.0,3.16227766016838,-2.5,10.0
0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.99009900990099,1.0,0.0,15.7480157480236,-1.5,-0.0833333333333333
